id,external_id,annotations,compound_id,creator_id,updater_id,created_at,updated_at
916,LMST01010016,"Cholesterol and derivatives
",5375,,,2015-02-23 23:29:52 UTC,2015-02-23 23:29:52 UTC
917,CHEBI:16919,"guanidines
glycine derivative
",5404,,,2015-02-23 23:29:55 UTC,2015-02-23 23:29:55 UTC
918,CHEBI:42820,"one-carbon compound
guanidines
carboxamidine
",5417,,,2015-02-23 23:29:57 UTC,2015-02-23 23:29:57 UTC
919,CPD-13517,"a small molecule
",5417,,,2015-02-23 23:29:57 UTC,2015-02-23 23:29:57 UTC
920,CHEBI:25826,"monoterpene
terpenoid fundamental parent
",6181,,,2015-02-23 23:29:58 UTC,2015-02-23 23:29:58 UTC
921,LMFA11000655,"Hydrocarbons
",6181,,,2015-02-23 23:29:59 UTC,2015-02-23 23:29:59 UTC
922,CHEBI:77468,"long-chain primary fatty alcohol
",6220,,,2015-02-23 23:29:59 UTC,2015-02-23 23:29:59 UTC
923,LMFA05000194,"Fatty alcohols
",6220,,,2015-02-23 23:29:59 UTC,2015-02-23 23:29:59 UTC
924,CPD-11595,"a small molecule
",6220,,,2015-02-23 23:29:59 UTC,2015-02-23 23:29:59 UTC
925,CHEBI:16576,"dipeptide
",6400,,,2015-02-23 23:30:05 UTC,2015-02-23 23:30:05 UTC
926,CHEBI:17568,"pyrimidone
pyrimidine nucleobase
",6427,,,2015-02-23 23:30:07 UTC,2015-02-23 23:30:07 UTC
927,C00106,"pyrimidines
",6427,,,2015-02-23 23:30:07 UTC,2015-02-23 23:30:07 UTC
928,URACIL,"a pyrimidine-related compound
a pyrimidine base
",6427,,,2015-02-23 23:30:07 UTC,2015-02-23 23:30:07 UTC
929,CHEBI:16813,"hexitol
",6454,,,2015-02-23 23:30:09 UTC,2015-02-23 23:30:09 UTC
930,CHEBI:17996,"halide anion
monoatomic chlorine
",6558,,,2015-02-23 23:30:10 UTC,2015-02-23 23:30:10 UTC
931,CL-,"an anion
",6558,,,2015-02-23 23:30:10 UTC,2015-02-23 23:30:10 UTC
932,CHEBI:45895,"tertiary alcohol
",6720,,,2015-02-23 23:30:13 UTC,2015-02-23 23:30:13 UTC
933,CHEBI:9349,"sulfone
",6726,,,2015-02-23 23:30:15 UTC,2015-02-23 23:30:15 UTC
934,CPD-10437,"a sulfone
",6726,,,2015-02-23 23:30:15 UTC,2015-02-23 23:30:15 UTC
935,CHEBI:3884,"gallate ester
ellagitannin
",6775,,,2015-02-23 23:30:16 UTC,2015-02-23 23:30:16 UTC
936,C10219,"Ellagitannins
",6775,,,2015-02-23 23:30:16 UTC,2015-02-23 23:30:16 UTC
937,CHEBI:27974,"17beta-hydroxy steroid
3-hydroxy steroid
16alpha-hydroxy steroid
",6782,,,2015-02-23 23:30:18 UTC,2015-02-23 23:30:18 UTC
938,C05141,"C18 steroids (estrogens) and derivatives
Estrane and derivatives
Estrogens
",6782,,,2015-02-23 23:30:18 UTC,2015-02-23 23:30:18 UTC
939,LMST02010003,"C18 steroids (estrogens) and derivatives
",6782,,,2015-02-23 23:30:18 UTC,2015-02-23 23:30:18 UTC
940,CHEBI:42491,"flavones
",6785,,,2015-02-23 23:30:21 UTC,2015-02-23 23:30:21 UTC
941,C15608,"flavones
",6785,,,2015-02-23 23:30:21 UTC,2015-02-23 23:30:21 UTC
942,LMPK12110097,"Flavones and Flavonols
",6785,,,2015-02-23 23:30:21 UTC,2015-02-23 23:30:21 UTC
943,CPD-8485,"a flavone
",6785,,,2015-02-23 23:30:21 UTC,2015-02-23 23:30:21 UTC
944,CHEBI:28064,"anthocyanin cation
rutinoside
disaccharide derivative
",7050,,,2015-02-23 23:30:24 UTC,2015-02-23 23:30:24 UTC
945,C08620,"Anthocyanidins
Anthocyanidins and anthocyanins
",7050,,,2015-02-23 23:30:24 UTC,2015-02-23 23:30:24 UTC
946,CHEBI:49575,"organochlorine compound
1,4-benzodiazepinone
",7104,,,2015-02-23 23:30:25 UTC,2015-02-23 23:30:25 UTC
947,CHEBI:31000,"long-chain primary fatty alcohol
fatty alcohol 22:0
",7106,,,2015-02-23 23:30:27 UTC,2015-02-23 23:30:27 UTC
948,LMFA05000008,"Fatty alcohols
",7106,,,2015-02-23 23:30:27 UTC,2015-02-23 23:30:27 UTC
949,CPD-7845,"a long-chain alcohol
a primary alcohol
a fatty alcohol
",7106,,,2015-02-23 23:30:27 UTC,2015-02-23 23:30:27 UTC
950,CHEBI:75627,"long-chain primary fatty alcohol
fatty alcohol 20:0
",7107,,,2015-02-23 23:30:28 UTC,2015-02-23 23:30:28 UTC
951,LMFA05000221,"Fatty alcohols
",7107,,,2015-02-23 23:30:28 UTC,2015-02-23 23:30:28 UTC
952,CPD-7869,"a long-chain alcohol
a primary alcohol
a fatty alcohol
",7107,,,2015-02-23 23:30:28 UTC,2015-02-23 23:30:28 UTC
953,LMFA01010029,"Straight chain fatty acids
",7127,,,2015-02-23 23:30:29 UTC,2015-02-23 23:30:29 UTC
954,CHEBI:31001,"very long-chain fatty acid
straight-chain saturated fatty acid
",7129,,,2015-02-23 23:30:31 UTC,2015-02-23 23:30:31 UTC
955,LMFA01010028,"Straight chain fatty acids
",7129,,,2015-02-23 23:30:31 UTC,2015-02-23 23:30:31 UTC
956,CPD-8779,"a small molecule
",7193,,,2015-02-23 23:30:33 UTC,2015-02-23 23:30:33 UTC
957,CHEBI:17258,"purine
",7312,,,2015-02-23 23:30:34 UTC,2015-02-23 23:30:34 UTC
958,PURINE-RING,"a ring
",7312,,,2015-02-23 23:30:34 UTC,2015-02-23 23:30:34 UTC
959,CHEBI:16704,"uridines
",7412,,,2015-02-23 23:30:36 UTC,2015-02-23 23:30:36 UTC
960,C00299,"Ribonucleosides
",7412,,,2015-02-23 23:30:36 UTC,2015-02-23 23:30:36 UTC
961,CHEBI:36217,"cellobiose
",7498,,,2015-02-23 23:30:38 UTC,2015-02-23 23:30:38 UTC
962,CHEBI:41922,"polyphenol
",7499,,,2015-02-23 23:30:40 UTC,2015-02-23 23:30:40 UTC
963,CHEBI:15429,"hydroxylamines
",7500,,,2015-02-23 23:30:42 UTC,2015-02-23 23:30:42 UTC
964,HYDROXYLAMINE,"a small molecule
",7500,,,2015-02-23 23:30:42 UTC,2015-02-23 23:30:42 UTC
965,CHEBI:16695,"pyrimidine ribonucleoside 5'-monophosphate
uridine 5'-phosphate
",7509,,,2015-02-23 23:30:43 UTC,2015-02-23 23:30:43 UTC
966,C00105,"Ribonucleotides
",7509,,,2015-02-23 23:30:44 UTC,2015-02-23 23:30:44 UTC
967,CHEBI:17659,"pyrimidine ribonucleoside 5'-diphosphate
uridine 5'-phosphate
",7510,,,2015-02-23 23:30:46 UTC,2015-02-23 23:30:46 UTC
968,C00015,"Ribonucleotides
",7510,,,2015-02-23 23:30:46 UTC,2015-02-23 23:30:46 UTC
969,CHEBI:36121,"chromenyliums
",7539,,,2015-02-23 23:30:49 UTC,2015-02-23 23:30:49 UTC
970,CHEBI:16885,"trisaccharide
",7837,,,2015-02-23 23:30:59 UTC,2015-02-23 23:30:59 UTC
971,CPD-12024,"a small molecule
",7915,,,2015-02-23 23:31:02 UTC,2015-02-23 23:31:02 UTC
972,CHEBI:109895,"beta-carbolines
mancude organic heterotricyclic parent
",7946,,,2015-02-23 23:31:03 UTC,2015-02-23 23:31:03 UTC
973,CHEBI:506227,"N-acetylglucosamine
",8033,,,2015-02-23 23:31:08 UTC,2015-02-23 23:31:08 UTC
974,C00140,"Amino sugars
",8033,,,2015-02-23 23:31:08 UTC,2015-02-23 23:31:08 UTC
975,CHEBI:47845,"dithiane
",8047,,,2015-02-23 23:31:14 UTC,2015-02-23 23:31:14 UTC
976,CHEBI:540,"dithiane
",8048,,,2015-02-23 23:31:15 UTC,2015-02-23 23:31:15 UTC
977,LMFA06000001,"Fatty aldehydes
",8049,,,2015-02-23 23:31:18 UTC,2015-02-23 23:31:18 UTC
978,CPD-7620,"an <i>n</i>-alkanal
",8049,,,2015-02-23 23:31:18 UTC,2015-02-23 23:31:18 UTC
979,CHEBI:45571,"medium-chain fatty acid
straight-chain saturated fatty acid
",8052,,,2015-02-23 23:31:24 UTC,2015-02-23 23:31:24 UTC
980,C17714,"Straight chain fatty acids
",8052,,,2015-02-23 23:31:24 UTC,2015-02-23 23:31:24 UTC
981,LMFA01010007,"Straight chain fatty acids
",8052,,,2015-02-23 23:31:24 UTC,2015-02-23 23:31:24 UTC
982,LMFA05000122,"Fatty alcohols
",8054,,,2015-02-23 23:31:29 UTC,2015-02-23 23:31:29 UTC
983,CPD-9057,"a small molecule
",8054,,,2015-02-23 23:31:29 UTC,2015-02-23 23:31:29 UTC
984,CHEBI:5672,"methyl ketone
dialkyl ketone
",8056,,,2015-02-23 23:31:34 UTC,2015-02-23 23:31:34 UTC
985,C08380,"Oxygenated hydrocarbons
",8056,,,2015-02-23 23:31:34 UTC,2015-02-23 23:31:34 UTC
986,LMFA12000004,"Oxygenated hydrocarbons
",8056,,,2015-02-23 23:31:34 UTC,2015-02-23 23:31:34 UTC
987,CHEBI:50139,"dialkyl ketone
",8059,,,2015-02-23 23:31:35 UTC,2015-02-23 23:31:35 UTC
988,LMFA12000047,"Oxygenated hydrocarbons
",8059,,,2015-02-23 23:31:35 UTC,2015-02-23 23:31:35 UTC
989,LMFA12000118,"Oxygenated hydrocarbons
",8060,,,2015-02-23 23:31:36 UTC,2015-02-23 23:31:36 UTC
990,LMFA12000103,"Oxygenated hydrocarbons
",8065,,,2015-02-23 23:31:40 UTC,2015-02-23 23:31:40 UTC
991,LMFA06000109,"Fatty aldehydes
",8069,,,2015-02-23 23:31:45 UTC,2015-02-23 23:31:45 UTC
992,HEXANAL,"an <i>n</i>-alkanal
",8069,,,2015-02-23 23:31:45 UTC,2015-02-23 23:31:45 UTC
993,LMFA12000247,"Oxygenated hydrocarbons
",8071,,,2015-02-23 23:31:48 UTC,2015-02-23 23:31:48 UTC
994,CPD-9081,"a small molecule
",8071,,,2015-02-23 23:31:48 UTC,2015-02-23 23:31:48 UTC
995,LMFA05000117,"Fatty alcohols
",8073,,,2015-02-23 23:31:51 UTC,2015-02-23 23:31:51 UTC
996,HEXANOL-CMPD,"a small molecule
",8073,,,2015-02-23 23:31:51 UTC,2015-02-23 23:31:51 UTC
997,LMFA12000048,"Oxygenated hydrocarbons
",8080,,,2015-02-23 23:31:59 UTC,2015-02-23 23:31:59 UTC
998,LMFA12000049,"Oxygenated hydrocarbons
",8081,,,2015-02-23 23:32:04 UTC,2015-02-23 23:32:04 UTC
999,CPD-13223,"a ketone
",8081,,,2015-02-23 23:32:04 UTC,2015-02-23 23:32:04 UTC
1000,LMFA06000002,"Fatty aldehydes
",8083,,,2015-02-23 23:32:08 UTC,2015-02-23 23:32:08 UTC
1001,LMFA06000003,"Fatty aldehydes
",8085,,,2015-02-23 23:32:12 UTC,2015-02-23 23:32:12 UTC
1002,CHEBI:23292,"3-hexenal
",8086,,,2015-02-23 23:32:14 UTC,2015-02-23 23:32:14 UTC
1003,LMFA06000110,"Fatty aldehydes
",8086,,,2015-02-23 23:32:14 UTC,2015-02-23 23:32:14 UTC
1004,CHEBI:16554,"triamine
polyazaalkane
",8098,,,2015-02-23 23:32:20 UTC,2015-02-23 23:32:20 UTC
1005,CPD0-2414,"a small molecule
",8099,,,2015-02-23 23:32:23 UTC,2015-02-23 23:32:23 UTC
1006,ETHYL-S-3-HYDROXYHEXANOATE,"a small molecule
",8101,,,2015-02-23 23:32:32 UTC,2015-02-23 23:32:32 UTC
1007,CHEBI:55381,"beta-hydroxy ketone
",8105,,,2015-02-23 23:32:36 UTC,2015-02-23 23:32:36 UTC
1008,LMFA12000071,"Oxygenated hydrocarbons
",8105,,,2015-02-23 23:32:36 UTC,2015-02-23 23:32:36 UTC
1009,CHEBI:30841,"2-oxo monocarboxylic acid
3-hydroxy monocarboxylic acid
",8113,,,2015-02-23 23:32:49 UTC,2015-02-23 23:32:49 UTC
1010,CHEBI:18300,"butenedioic acid
",8114,,,2015-02-23 23:32:51 UTC,2015-02-23 23:32:51 UTC
1011,CHEBI:30796,"malic acid
",8116,,,2015-02-23 23:32:55 UTC,2015-02-23 23:32:55 UTC
1012,CHEBI:566274,"dialdehyde
",8117,,,2015-02-23 23:32:57 UTC,2015-02-23 23:32:57 UTC
1013,CHEBI:30794,"alpha,omega-dicarboxylic acid
",8118,,,2015-02-23 23:32:58 UTC,2015-02-23 23:32:58 UTC
1014,LMFA01170041,"Dicarboxylic acids
",8118,,,2015-02-23 23:32:58 UTC,2015-02-23 23:32:58 UTC
1015,CHEBI:30842,"oxo dicarboxylic acid
",8124,,,2015-02-23 23:33:03 UTC,2015-02-23 23:33:03 UTC
1016,CHEBI:17790,"one-carbon compound
primary alcohol
alkyl alcohol
",8125,,,2015-02-23 23:33:05 UTC,2015-02-23 23:33:05 UTC
1017,METOH,"a short-chain alcohol
",8125,,,2015-02-23 23:33:05 UTC,2015-02-23 23:33:05 UTC
1018,CHEBI:39275,"one-carbon compound
methyl halides
bromomethanes
",8127,,,2015-02-23 23:33:10 UTC,2015-02-23 23:33:10 UTC
1019,C18447,"Pesticides
",8127,,,2015-02-23 23:33:10 UTC,2015-02-23 23:33:10 UTC
1020,CPD-12221,"a bromide
",8127,,,2015-02-23 23:33:10 UTC,2015-02-23 23:33:10 UTC
1021,METHYLBUT-CPD,"a small molecule
",8130,,,2015-02-23 23:33:13 UTC,2015-02-23 23:33:13 UTC
1022,CPD-7033,"a small molecule
",8131,,,2015-02-23 23:33:14 UTC,2015-02-23 23:33:14 UTC
1023,CHEBI:15837,"primary alcohol
alkyl alcohol
",8132,,,2015-02-23 23:33:15 UTC,2015-02-23 23:33:15 UTC
1024,LMFA05000108,"Fatty alcohols
",8132,,,2015-02-23 23:33:15 UTC,2015-02-23 23:33:15 UTC
1025,CPD-7032,"a small molecule
",8132,,,2015-02-23 23:33:15 UTC,2015-02-23 23:33:15 UTC
1026,CHEBI:31725,"acetate ester
",8133,,,2015-02-23 23:33:18 UTC,2015-02-23 23:33:18 UTC
1027,CHEBI:15825,"enal
",8135,,,2015-02-23 23:33:21 UTC,2015-02-23 23:33:21 UTC
1028,PRENAL,"a small molecule
",8135,,,2015-02-23 23:33:21 UTC,2015-02-23 23:33:21 UTC
1029,CHEBI:15767,"one-carbon compound
chloromethanes
",8160,,,2015-02-23 23:33:45 UTC,2015-02-23 23:33:45 UTC
1030,CPD-681,"a small molecule
",8160,,,2015-02-23 23:33:45 UTC,2015-02-23 23:33:45 UTC
1031,LMFA12000037,"Oxygenated hydrocarbons
",8161,,,2015-02-23 23:33:46 UTC,2015-02-23 23:33:46 UTC
1032,S-12-EPOXYPROPANE,"a 1,2-epoxypropane
",8172,,,2015-02-23 23:33:57 UTC,2015-02-23 23:33:57 UTC
1033,LMFA12000033,"Oxygenated hydrocarbons
",8175,,,2015-02-23 23:33:59 UTC,2015-02-23 23:33:59 UTC
1034,LMFA12000030,"Oxygenated hydrocarbons
",8179,,,2015-02-23 23:34:04 UTC,2015-02-23 23:34:04 UTC
1035,CHEBI:34856,"morpholines
saturated organic heteromonocyclic parent
",8208,,,2015-02-23 23:34:33 UTC,2015-02-23 23:34:33 UTC
1036,LMFA01020242,"Branched fatty acids
",8217,,,2015-02-23 23:34:40 UTC,2015-02-23 23:34:40 UTC
1037,LMFA01020083,"Branched fatty acids
",8227,,,2015-02-23 23:34:49 UTC,2015-02-23 23:34:49 UTC
1038,CHEBI:52774,"methyl ketone
alpha-diketone
",8230,,,2015-02-23 23:34:53 UTC,2015-02-23 23:34:53 UTC
1039,23-PENTANEDIONE,"a small molecule
",8230,,,2015-02-23 23:34:53 UTC,2015-02-23 23:34:53 UTC
1040,CHEBI:44884,"primary alcohol
alkyl alcohol
",8231,,,2015-02-23 23:34:55 UTC,2015-02-23 23:34:55 UTC
1041,LMFA05000112,"Fatty alcohols
",8231,,,2015-02-23 23:34:55 UTC,2015-02-23 23:34:55 UTC
1042,PENTANOL,"a small molecule
",8231,,,2015-02-23 23:34:55 UTC,2015-02-23 23:34:55 UTC
1043,LMFA12000069,"Oxygenated hydrocarbons
",8244,,,2015-02-23 23:35:09 UTC,2015-02-23 23:35:09 UTC
1044,CPD-13218,"a ketone
",8244,,,2015-02-23 23:35:09 UTC,2015-02-23 23:35:09 UTC
1045,CHEBI:8075,"monocarboxylic acid
",8246,,,2015-02-23 23:35:12 UTC,2015-02-23 23:35:12 UTC
1046,CHEBI:78399,"benzylideneacetone
",8256,,,2015-02-23 23:35:20 UTC,2015-02-23 23:35:20 UTC
1047,VESTITONE,"an isoflavanone
",8259,,,2015-02-23 23:35:24 UTC,2015-02-23 23:35:24 UTC
1048,CHEBI:28631,"monocarboxylic acid
benzenes
",8272,,,2015-02-23 23:35:34 UTC,2015-02-23 23:35:34 UTC
1049,CHEBI:30851,"2-oxo monocarboxylic acid
",8273,,,2015-02-23 23:35:36 UTC,2015-02-23 23:35:36 UTC
1050,PROPANE-1-2-DIOL,"DL-12-Propanediol
",8275,,,2015-02-23 23:35:40 UTC,2015-02-23 23:35:40 UTC
1051,CHEBI:44864,"dithiol
",8278,,,2015-02-23 23:35:43 UTC,2015-02-23 23:35:43 UTC
1052,CHEBI:28831,"propan-1-ols
",8281,,,2015-02-23 23:35:46 UTC,2015-02-23 23:35:46 UTC
1053,LMFA05000101,"Fatty alcohols
",8281,,,2015-02-23 23:35:46 UTC,2015-02-23 23:35:46 UTC
1054,PROPANOL,"a primary alcohol
a short-chain alcohol
",8281,,,2015-02-23 23:35:46 UTC,2015-02-23 23:35:46 UTC
1055,CHEBI:8474,"alkanethiol
",8282,,,2015-02-23 23:35:50 UTC,2015-02-23 23:35:50 UTC
1056,CHEBI:17824,"secondary alcohol
",8283,,,2015-02-23 23:35:51 UTC,2015-02-23 23:35:51 UTC
1057,ISO-PROPANOL,"a small molecule
",8283,,,2015-02-23 23:35:51 UTC,2015-02-23 23:35:51 UTC
1058,CHEBI:30768,"saturated fatty acid
short-chain fatty acid
",8286,,,2015-02-23 23:35:58 UTC,2015-02-23 23:35:58 UTC
1059,C00163,"Straight chain fatty acids
Saturated fatty acids
",8286,,,2015-02-23 23:35:58 UTC,2015-02-23 23:35:58 UTC
1060,LMFA01010003,"Straight chain fatty acids
",8286,,,2015-02-23 23:35:58 UTC,2015-02-23 23:35:58 UTC
1061,CHEBI:33135,"pyrrolidines
azacycloalkane
saturated organic heteromonocyclic parent
",8291,,,2015-02-23 23:36:05 UTC,2015-02-23 23:36:05 UTC
1062,CHEBI:19092,"imine
pyrroline
",8291,,,2015-02-23 23:36:05 UTC,2015-02-23 23:36:05 UTC
1063,CHEBI:19092,"imine
pyrroline
",8293,,,2015-02-23 23:36:09 UTC,2015-02-23 23:36:09 UTC
1064,CHEBI:32816,"2-oxo monocarboxylic acid
",8294,,,2015-02-23 23:36:11 UTC,2015-02-23 23:36:11 UTC
1065,LMFA01060077,"Oxo fatty acids
",8294,,,2015-02-23 23:36:11 UTC,2015-02-23 23:36:11 UTC
1066,CHEBI:17158,"propanals
2-oxo aldehyde
",8296,,,2015-02-23 23:36:16 UTC,2015-02-23 23:36:16 UTC
1067,METHYL-GLYOXAL,"a ketoaldehyde
",8296,,,2015-02-23 23:36:16 UTC,2015-02-23 23:36:16 UTC
1068,CHEBI:15343,"aldehyde
",8298,,,2015-02-23 23:36:22 UTC,2015-02-23 23:36:22 UTC
1069,ACETALD,"an <i>n</i>-alkanal
",8298,,,2015-02-23 23:36:22 UTC,2015-02-23 23:36:22 UTC
1070,CHEBI:49028,"carboximidic acid
",8299,,,2015-02-23 23:36:24 UTC,2015-02-23 23:36:24 UTC
1071,ACETAMIDE,"a small molecule
",8299,,,2015-02-23 23:36:24 UTC,2015-02-23 23:36:24 UTC
1072,CHEBI:15366,"monocarboxylic acid
",8300,,,2015-02-23 23:36:27 UTC,2015-02-23 23:36:27 UTC
1073,C00033,"Straight chain fatty acids
Saturated fatty acids
",8300,,,2015-02-23 23:36:27 UTC,2015-02-23 23:36:27 UTC
1074,LMFA01010002,"Straight chain fatty acids
",8300,,,2015-02-23 23:36:27 UTC,2015-02-23 23:36:27 UTC
1075,CHEBI:36610,"acyclic carboxylic anhydride
",8301,,,2015-02-23 23:36:32 UTC,2015-02-23 23:36:32 UTC
1076,CHEBI:15347,"methyl ketone
propanone
ketone body
",8302,,,2015-02-23 23:36:34 UTC,2015-02-23 23:36:34 UTC
1077,LMFA12000057,"Oxygenated hydrocarbons
",8302,,,2015-02-23 23:36:34 UTC,2015-02-23 23:36:34 UTC
1078,ACETONE,"a methyl-ethyl-ketone
",8302,,,2015-02-23 23:36:34 UTC,2015-02-23 23:36:34 UTC
1079,CHEBI:14750,"beta-diketone
",8304,,,2015-02-23 23:36:36 UTC,2015-02-23 23:36:36 UTC
1080,LMFA12000075,"Oxygenated hydrocarbons
",8304,,,2015-02-23 23:36:36 UTC,2015-02-23 23:36:36 UTC
1081,CPD-8879,"a small molecule
",8304,,,2015-02-23 23:36:36 UTC,2015-02-23 23:36:36 UTC
1082,CHEBI:32806,"aconitic acid
",8306,,,2015-02-23 23:36:39 UTC,2015-02-23 23:36:39 UTC
1083,CHEBI:32805,"aconitic acid
",8307,,,2015-02-23 23:36:41 UTC,2015-02-23 23:36:41 UTC
1084,CHEBI:15368,"enal
",8308,,,2015-02-23 23:36:44 UTC,2015-02-23 23:36:44 UTC
1085,C01471,"Pesticides
",8308,,,2015-02-23 23:36:44 UTC,2015-02-23 23:36:44 UTC
1086,ACROLEIN,"a small molecule
",8308,,,2015-02-23 23:36:44 UTC,2015-02-23 23:36:44 UTC
1087,CHEBI:28619,"acrylamides
",8309,,,2015-02-23 23:36:46 UTC,2015-02-23 23:36:46 UTC
1088,ACRYLAMIDE,"a small molecule
",8309,,,2015-02-23 23:36:46 UTC,2015-02-23 23:36:46 UTC
1089,CHEBI:30832,"alpha,omega-dicarboxylic acid
",8310,,,2015-02-23 23:36:49 UTC,2015-02-23 23:36:49 UTC
1090,LMFA01170048,"Dicarboxylic acids
",8310,,,2015-02-23 23:36:49 UTC,2015-02-23 23:36:49 UTC
1091,CHEBI:17431,"guanidines
primary amino compound
",8311,,,2015-02-23 23:36:50 UTC,2015-02-23 23:36:50 UTC
1092,C00179,"Amines
",8311,,,2015-02-23 23:36:50 UTC,2015-02-23 23:36:50 UTC
1093,CHEBI:16605,"propenol
",8313,,,2015-02-23 23:36:52 UTC,2015-02-23 23:36:52 UTC
1094,C02001,"Pesticides
",8313,,,2015-02-23 23:36:52 UTC,2015-02-23 23:36:52 UTC
1095,ALLYL-ALCOHOL,"a small molecule
",8313,,,2015-02-23 23:36:52 UTC,2015-02-23 23:36:52 UTC
1096,C10419,"Isoflavonoids
isoflavanones
",8318,,,2015-02-23 23:36:58 UTC,2015-02-23 23:36:58 UTC
1097,CHEBI:27710,"ethyl sulfide
",8327,,,2015-02-23 23:37:10 UTC,2015-02-23 23:37:10 UTC
1098,C18754,"Dicarboximide fungicides
",8330,,,2015-02-23 23:37:15 UTC,2015-02-23 23:37:15 UTC
1099,LMFA06000034,"Fatty aldehydes
",8350,,,2015-02-23 23:37:28 UTC,2015-02-23 23:37:28 UTC
1100,LMPK12120154,"Chalcones and dihydrochalcones
",8369,,,2015-02-23 23:37:47 UTC,2015-02-23 23:37:47 UTC
1101,CHEBI:74957,"7-hydroxyisoflavones
",8379,,,2015-02-23 23:37:59 UTC,2015-02-23 23:37:59 UTC
1102,LMPK12050102,"Isoflavonoids
",8379,,,2015-02-23 23:37:59 UTC,2015-02-23 23:37:59 UTC
1103,CPD-6998,"a small molecule
",8379,,,2015-02-23 23:37:59 UTC,2015-02-23 23:37:59 UTC
1104,CHEBI:49019,"aliphatic sulfide
",8380,,,2015-02-23 23:38:01 UTC,2015-02-23 23:38:01 UTC
1105,CPD-7037,"an organosulfur compound
",8380,,,2015-02-23 23:38:01 UTC,2015-02-23 23:38:01 UTC
1106,CHEBI:17678,"7-hydroxyisoflavones
methoxyisoflavone
",8384,,,2015-02-23 23:38:06 UTC,2015-02-23 23:38:06 UTC
1107,C02920,"isoflavones
",8384,,,2015-02-23 23:38:06 UTC,2015-02-23 23:38:06 UTC
1108,LMPK12050081,"Isoflavonoids
",8384,,,2015-02-23 23:38:06 UTC,2015-02-23 23:38:06 UTC
1109,2-HYDROXYFORMONONETIN,"a small molecule
",8384,,,2015-02-23 23:38:06 UTC,2015-02-23 23:38:06 UTC
1110,CHEBI:55365,"cinnamaldehydes
",8405,,,2015-02-23 23:38:23 UTC,2015-02-23 23:38:23 UTC
1111,CHEBI:18385,"thiamine
",8426,,,2015-02-23 23:38:48 UTC,2015-02-23 23:38:48 UTC
1112,C00378,"Water-soluble vitamins
",8426,,,2015-02-23 23:38:48 UTC,2015-02-23 23:38:48 UTC
1113,THIAMINE,"a vitamin
",8426,,,2015-02-23 23:38:48 UTC,2015-02-23 23:38:48 UTC
1114,CHEBI:2533,"organochlorine compound
monocarboxylic acid amide
",8440,,,2015-02-23 23:39:03 UTC,2015-02-23 23:39:03 UTC
1115,C10928,"Anilide herbicides
",8440,,,2015-02-23 23:39:03 UTC,2015-02-23 23:39:03 UTC
1116,CHEBI:3015,"carbamate ester
benzimidazoles
benzimidazolamine pesticide
",8441,,,2015-02-23 23:39:04 UTC,2015-02-23 23:39:04 UTC
1117,C10896,"Carbamate fungicides
Carbamate pesticides
",8441,,,2015-02-23 23:39:04 UTC,2015-02-23 23:39:04 UTC
1118,CHEBI:3392,"carbamate ester
benzimidazoles
",8443,,,2015-02-23 23:39:08 UTC,2015-02-23 23:39:08 UTC
1119,C10897,"Carbamate fungicides
",8443,,,2015-02-23 23:39:08 UTC,2015-02-23 23:39:08 UTC
1120,CHEBI:34611,"carbamate ester
1-benzofurans
",8444,,,2015-02-23 23:39:09 UTC,2015-02-23 23:39:09 UTC
1121,C14291,"Carbamate insecticides
",8444,,,2015-02-23 23:39:10 UTC,2015-02-23 23:39:10 UTC
1122,CHEBI:34703,"benzoylurea insecticide
",8452,,,2015-02-23 23:39:15 UTC,2015-02-23 23:39:15 UTC
1123,C14427,"Pesticides
",8452,,,2015-02-23 23:39:15 UTC,2015-02-23 23:39:15 UTC
1124,CHEBI:38483,"carbamate ester
",8456,,,2015-02-23 23:39:20 UTC,2015-02-23 23:39:20 UTC
1125,C18649,"Carbamate insecticides
",8456,,,2015-02-23 23:39:20 UTC,2015-02-23 23:39:20 UTC
1126,CHEBI:52896,"xanthene dye
organic cation
",8460,,,2015-02-23 23:39:24 UTC,2015-02-23 23:39:24 UTC
1127,C18659,"Phosphoramido insecticides
",8461,,,2015-02-23 23:39:27 UTC,2015-02-23 23:39:27 UTC
1128,C10988,"Pyrethroid insecticides
Pyrethroid pesticides
",8465,,,2015-02-23 23:39:33 UTC,2015-02-23 23:39:33 UTC
1129,C18860,"Dicarboximide fungicides
",8466,,,2015-02-23 23:39:34 UTC,2015-02-23 23:39:34 UTC
1130,C18660,"Organophosphorus insecticides
",8467,,,2015-02-23 23:39:35 UTC,2015-02-23 23:39:35 UTC
1131,C18739,"Conazole fungicides
",8468,,,2015-02-23 23:39:36 UTC,2015-02-23 23:39:36 UTC
1132,CHEBI:28909,"ureas
organochlorine compound
benzenes
imidazolidine-2,4-dione
",8469,,,2015-02-23 23:39:38 UTC,2015-02-23 23:39:38 UTC
1133,C11208,"Dicarboximide fungicides
",8469,,,2015-02-23 23:39:38 UTC,2015-02-23 23:39:38 UTC
1134,C11002,"Organophosphorus insecticides
",8470,,,2015-02-23 23:39:40 UTC,2015-02-23 23:39:40 UTC
1135,CHEBI:38505,"carbamate ester
",8471,,,2015-02-23 23:39:41 UTC,2015-02-23 23:39:41 UTC
