id,external_id,annotations,compound_id,creator_id,updater_id,created_at,updated_at
2099,C16952,"Capsaicinoids and derivatives
",17823,,,2015-02-24 18:18:54 UTC,2015-02-24 18:18:54 UTC
2100,LMFA08020085,"N-acyl amines
",17823,,,2015-02-24 18:18:54 UTC,2015-02-24 18:18:54 UTC
2101,CPD-9185,"an alkaloid
",17823,,,2015-02-24 18:18:54 UTC,2015-02-24 18:18:54 UTC
2102,LMPK12050225,"Isoflavonoids
",17852,,,2015-02-24 18:19:13 UTC,2015-02-24 18:19:13 UTC
2103,6-METHOXYMELLEIN,"a small molecule
",17897,,,2015-02-24 18:19:34 UTC,2015-02-24 18:19:34 UTC
2104,CHEBI:68508,"maleate ester
",17999,,,2015-02-24 18:20:39 UTC,2015-02-24 18:20:39 UTC
2105,LMFA07010197,"Wax monoesters
",18000,,,2015-02-24 18:20:41 UTC,2015-02-24 18:20:41 UTC
2106,CHEBI:22990,"1,3-thiazole
indole phytoalexin
",18033,,,2015-02-24 18:21:07 UTC,2015-02-24 18:21:07 UTC
2107,THIAZOL-YL-INDOLE,"an indole-phytolexin
",18033,,,2015-02-24 18:21:07 UTC,2015-02-24 18:21:07 UTC
2108,CHEBI:72763,"aromatic ether
organic heteropentacyclic compound
indole alkaloid
",18044,,,2015-02-24 18:21:14 UTC,2015-02-24 18:21:14 UTC
2109,CYCASIN,"a small molecule
",18294,,,2015-02-24 18:24:02 UTC,2015-02-24 18:24:02 UTC
2110,LMPK12110409,"Flavones and Flavonols
",18328,,,2015-02-24 18:24:25 UTC,2015-02-24 18:24:25 UTC
2111,LMPK12050288,"Isoflavonoids
",18370,,,2015-02-24 18:24:52 UTC,2015-02-24 18:24:52 UTC
2112,LMPK12050196,"Isoflavonoids
",18373,,,2015-02-24 18:24:55 UTC,2015-02-24 18:24:55 UTC
2113,LMPK12050243,"Isoflavonoids
",18376,,,2015-02-24 18:24:57 UTC,2015-02-24 18:24:57 UTC
2114,LMFA07010262,"Wax monoesters
",18462,,,2015-02-24 18:25:52 UTC,2015-02-24 18:25:52 UTC
2115,CHEBI:34440,"phenols
",18475,,,2015-02-24 18:25:57 UTC,2015-02-24 18:25:57 UTC
2116,LMPR01070211,"C40 isoprenoids (tetraterpenes)
",18585,,,2015-02-24 18:26:53 UTC,2015-02-24 18:26:53 UTC
2117,LMPR01070029,"C40 isoprenoids (tetraterpenes)
",18598,,,2015-02-24 18:27:02 UTC,2015-02-24 18:27:02 UTC
2118,CHEBI:48716,"zeta-carotene
",18602,,,2015-02-24 18:27:05 UTC,2015-02-24 18:27:05 UTC
2119,C15857,"C40 isoprenoids (tetraterpenes)
",18602,,,2015-02-24 18:27:05 UTC,2015-02-24 18:27:05 UTC
2120,LMPR01070295,"C40 isoprenoids (tetraterpenes)
",18602,,,2015-02-24 18:27:05 UTC,2015-02-24 18:27:05 UTC
2121,LMFA07010176,"Wax monoesters
",18606,,,2015-02-24 18:27:10 UTC,2015-02-24 18:27:10 UTC
2122,CHEBI:40968,"carotenol
carotenone
",18647,,,2015-02-24 18:27:38 UTC,2015-02-24 18:27:38 UTC
2123,C08580,"C40 isoprenoids (tetraterpenes)
Carotenoids
",18647,,,2015-02-24 18:27:38 UTC,2015-02-24 18:27:38 UTC
2124,LMPR01070263,"C40 isoprenoids (tetraterpenes)
",18647,,,2015-02-24 18:27:38 UTC,2015-02-24 18:27:38 UTC
2125,CHEBI:29022,"6-aminopurines
",18782,,,2015-02-24 18:28:56 UTC,2015-02-24 18:28:56 UTC
2126,C11263,"Cytokinins
",18782,,,2015-02-24 18:28:56 UTC,2015-02-24 18:28:56 UTC
2127,CPD-4604,"a small molecule
",18782,,,2015-02-24 18:28:56 UTC,2015-02-24 18:28:56 UTC
2128,2-ETHYLHEXAN-1-OL,"a primary alcohol
",18978,,,2015-02-24 18:30:51 UTC,2015-02-24 18:30:51 UTC
2129,C08606,"C40 isoprenoids (tetraterpenes)
Carotenoids
",19096,,,2015-02-24 18:32:03 UTC,2015-02-24 18:32:03 UTC
2130,CHEBI:52430,"dicarboxylic acid monoamide
",19109,,,2015-02-24 18:32:10 UTC,2015-02-24 18:32:10 UTC
2131,CHEBI:77323,"aromatic ether
quinolines
",19154,,,2015-02-24 18:32:34 UTC,2015-02-24 18:32:34 UTC
2132,LMFA01050160,"Hydroxy fatty acids
",19156,,,2015-02-24 18:32:36 UTC,2015-02-24 18:32:36 UTC
2133,LMFA01170047,"Dicarboxylic acids
",19212,,,2015-02-24 18:33:00 UTC,2015-02-24 18:33:00 UTC
2134,LMFA07010418,"Wax monoesters
",19255,,,2015-02-24 18:33:25 UTC,2015-02-24 18:33:25 UTC
2135,CPD-13732,"a small molecule
",19342,,,2015-02-24 18:34:38 UTC,2015-02-24 18:34:38 UTC
2136,LMPK12112286,"Flavones and Flavonols
",19378,,,2015-02-24 18:35:00 UTC,2015-02-24 18:35:00 UTC
2137,CHEBI:4488,"organic disulfide
",19397,,,2015-02-24 18:35:08 UTC,2015-02-24 18:35:08 UTC
2138,C18733,"Conazole fungicides
",19473,,,2015-02-24 18:36:15 UTC,2015-02-24 18:36:15 UTC
2139,CHEBI:16153,"beta-D-galactopyranosyl-(1->4)-N-acetyl-D-glucosamine
",19867,,,2015-02-24 18:40:44 UTC,2015-02-24 18:40:44 UTC
2140,CHEBI:27547,"carotenol
",19872,,,2015-02-24 18:40:52 UTC,2015-02-24 18:40:52 UTC
2141,C06098,"C40 isoprenoids (tetraterpenes)
Carotenoids
",19872,,,2015-02-24 18:40:52 UTC,2015-02-24 18:40:52 UTC
2142,LMPR01070261,"C40 isoprenoids (tetraterpenes)
",19872,,,2015-02-24 18:40:52 UTC,2015-02-24 18:40:52 UTC
2143,CHEBI:16572,"3-ethylcatechols
",19896,,,2015-02-24 18:41:22 UTC,2015-02-24 18:41:22 UTC
2144,3-ETHYLCATECHOL,"a catechol
",19896,,,2015-02-24 18:41:22 UTC,2015-02-24 18:41:22 UTC
2145,LMFA07010447,"Wax monoesters
",19914,,,2015-02-24 18:41:40 UTC,2015-02-24 18:41:40 UTC
2146,LMFA07010434,"Wax monoesters
",19928,,,2015-02-24 18:42:00 UTC,2015-02-24 18:42:00 UTC
2147,CPD-10093,"a small molecule
",19928,,,2015-02-24 18:42:00 UTC,2015-02-24 18:42:00 UTC
2148,LMFA07010436,"Wax monoesters
",19930,,,2015-02-24 18:42:06 UTC,2015-02-24 18:42:06 UTC
2149,CHEBI:61316,"acetate ester
",19934,,,2015-02-24 18:42:13 UTC,2015-02-24 18:42:13 UTC
2150,LMFA07010181,"Wax monoesters
",19934,,,2015-02-24 18:42:13 UTC,2015-02-24 18:42:13 UTC
2151,LMFA07010574,"Wax monoesters
",19942,,,2015-02-24 18:42:29 UTC,2015-02-24 18:42:29 UTC
2152,C17384,"Acyclic monoterpenoids
",19950,,,2015-02-24 18:42:40 UTC,2015-02-24 18:42:40 UTC
2153,CPD-7986,"citronellal
",19950,,,2015-02-24 18:42:40 UTC,2015-02-24 18:42:40 UTC
2154,LMFA06000065,"Fatty aldehydes
",19971,,,2015-02-24 18:43:01 UTC,2015-02-24 18:43:01 UTC
2155,LMFA07010566,"Wax monoesters
",19976,,,2015-02-24 18:43:06 UTC,2015-02-24 18:43:06 UTC
2156,C14240,"Phthalates
",19995,,,2015-02-24 18:43:46 UTC,2015-02-24 18:43:46 UTC
2157,LMFA07010623,"Wax monoesters
",20009,,,2015-02-24 18:44:01 UTC,2015-02-24 18:44:01 UTC
2158,CHEBI:5870,"imidazolidines
neonicotinoid insectide
nitroguanidine insecticide
chloropyridyl insecticide
monochloropyridine
",20020,,,2015-02-24 18:44:17 UTC,2015-02-24 18:44:17 UTC
2159,C11110,"Neonicotinoid insecticides
",20020,,,2015-02-24 18:44:17 UTC,2015-02-24 18:44:17 UTC
2160,LMPK12113005,"Flavones and Flavonols
",20076,,,2015-02-24 18:45:02 UTC,2015-02-24 18:45:02 UTC
2161,CPD-9305,"an organosulfur compound
",20078,,,2015-02-24 18:45:03 UTC,2015-02-24 18:45:03 UTC
2162,CPD-11878,"a catechol
",20091,,,2015-02-24 18:45:12 UTC,2015-02-24 18:45:12 UTC
2163,LMFA07010677,"Wax monoesters
",20131,,,2015-02-24 18:45:32 UTC,2015-02-24 18:45:32 UTC
2164,CHEBI:100147,"monocarboxylic acid
1,8-naphthyridine derivative
",20188,,,2015-02-24 18:46:06 UTC,2015-02-24 18:46:06 UTC
2165,C05079,"4-Quinolones
",20188,,,2015-02-24 18:46:06 UTC,2015-02-24 18:46:06 UTC
2166,CHEBI:30851,"2-oxo monocarboxylic acid
",20204,,,2015-02-24 18:46:12 UTC,2015-02-24 18:46:12 UTC
2167,CHEBI:68428,"alpha-D-glucoside
",20377,,,2015-02-24 18:48:30 UTC,2015-02-24 18:48:30 UTC
2168,C11226,"Pyrimidine fungicides
",20394,,,2015-02-24 18:48:56 UTC,2015-02-24 18:48:56 UTC
2169,C07667,"Cadinane sesquiterpenoids
Terpenoids
Cadinanes
",20539,,,2015-02-24 18:50:25 UTC,2015-02-24 18:50:25 UTC
2170,LMPR0103330002,"Cadinane sesquiterpenoids
",20539,,,2015-02-24 18:50:25 UTC,2015-02-24 18:50:25 UTC
2171,LMPK12111455,"Flavones and Flavonols
",20540,,,2015-02-24 18:50:27 UTC,2015-02-24 18:50:27 UTC
2172,CHEBI:8082,"acetate ester
",20550,,,2015-02-24 18:50:43 UTC,2015-02-24 18:50:43 UTC
2173,CHEBI:2181,"L-fucose
fucopyranose
",20551,,,2015-02-24 18:50:45 UTC,2015-02-24 18:50:45 UTC
2174,C01019,"Deoxy sugars
",20551,,,2015-02-24 18:50:45 UTC,2015-02-24 18:50:45 UTC
2175,LMPK12112394,"Flavones and Flavonols
",20637,,,2015-02-24 18:51:53 UTC,2015-02-24 18:51:53 UTC
2176,LMPK12112721,"Flavones and Flavonols
",20667,,,2015-02-24 18:52:10 UTC,2015-02-24 18:52:10 UTC
2177,CHEBI:65842,"enol ether
hydroxybenzoquinone
",20704,,,2015-02-24 18:52:28 UTC,2015-02-24 18:52:28 UTC
2178,LMPK12111615,"Flavones and Flavonols
",20783,,,2015-02-24 22:14:53 UTC,2015-02-24 22:14:53 UTC
2179,CPD0-2460,"a sugar alcohol
",20787,,,2015-02-24 22:14:58 UTC,2015-02-24 22:14:58 UTC
2180,CPD-1947,"a small molecule
",20820,,,2015-02-24 22:15:28 UTC,2015-02-24 22:15:28 UTC
2181,CHEBI:28353,"cinnamaldehydes
",20853,,,2015-02-24 22:16:03 UTC,2015-02-24 22:16:03 UTC
2182,C05608,"Paracoumaryl alcohol derivatives
",20853,,,2015-02-24 22:16:03 UTC,2015-02-24 22:16:03 UTC
2183,CHEBI:469,"acetate ester
",20874,,,2015-02-24 22:16:23 UTC,2015-02-24 22:16:23 UTC
2184,C10426,"Monolignols
",20874,,,2015-02-24 22:16:23 UTC,2015-02-24 22:16:23 UTC
2185,CHEBI:76290,"primary amino compound
imidazopyridine
",20878,,,2015-02-24 22:16:27 UTC,2015-02-24 22:16:27 UTC
2186,CHEBI:53177,"monoterpenoid
",20882,,,2015-02-24 22:16:30 UTC,2015-02-24 22:16:30 UTC
2187,LMFA06000147,"Fatty aldehydes
",20886,,,2015-02-24 22:16:36 UTC,2015-02-24 22:16:36 UTC
2188,CPD-7094,"a small molecule
",20938,,,2015-02-24 22:17:38 UTC,2015-02-24 22:17:38 UTC
2189,LMPK12111015,"Flavones and Flavonols
",21003,,,2015-02-24 22:18:41 UTC,2015-02-24 22:18:41 UTC
2190,CPD-697,"a brassinosteroids
",21020,,,2015-02-24 22:19:05 UTC,2015-02-24 22:19:05 UTC
2191,CPD-12498,"a brassinosteroids
",21027,,,2015-02-24 22:19:13 UTC,2015-02-24 22:19:13 UTC
2192,LMPK12120493,"Chalcones and dihydrochalcones
",21067,,,2015-02-24 22:20:02 UTC,2015-02-24 22:20:02 UTC
2193,LMPK12120492,"Chalcones and dihydrochalcones
",21068,,,2015-02-24 22:20:03 UTC,2015-02-24 22:20:03 UTC
2194,MALTOTRIOSE,"a trisaccharide
a linear malto-oligosaccharide
a short glucan
",21128,,,2015-02-24 22:21:13 UTC,2015-02-24 22:21:13 UTC
2195,C09870,"Cyclic monoterpenes
",21183,,,2015-02-24 22:22:16 UTC,2015-02-24 22:22:16 UTC
2196,CPD-11941,"a small molecule
",21237,,,2015-02-24 22:23:10 UTC,2015-02-24 22:23:10 UTC
2197,LMPK12110909,"Flavones and Flavonols
",21251,,,2015-02-24 22:23:35 UTC,2015-02-24 22:23:35 UTC
2198,C18555,"Pyrazole herbicides
",21271,,,2015-02-24 22:23:59 UTC,2015-02-24 22:23:59 UTC
2199,C18543,"Pesticides
",21272,,,2015-02-24 22:24:00 UTC,2015-02-24 22:24:00 UTC
2200,CHEBI:6854,"organic disulfide
",21330,,,2015-02-24 22:25:01 UTC,2015-02-24 22:25:01 UTC
2201,LMFA11000657,"Hydrocarbons
",21350,,,2015-02-24 22:25:14 UTC,2015-02-24 22:25:14 UTC
2202,LMFA01030880,"Unsaturated fatty acids
",21452,,,2015-02-24 22:26:15 UTC,2015-02-24 22:26:15 UTC
2203,CHEBI:33885,"D-galactopyranuronic acid
",21462,,,2015-02-24 22:26:29 UTC,2015-02-24 22:26:29 UTC
2204,LMPK12020142,"Flavans, Flavanols and Leucoanthocyanidins
",21488,,,2015-02-24 22:26:58 UTC,2015-02-24 22:26:58 UTC
2205,CHEBI:50550,"isomethyleugenol
",21545,,,2015-02-24 22:27:31 UTC,2015-02-24 22:27:31 UTC
2206,CHEBI:44111,"mercaptopropanoic acid
",21916,,,2015-02-24 22:28:43 UTC,2015-02-24 22:28:43 UTC
2207,CHEBI:64275,"aromatic ether
primary alcohol
hydroxyether
",21919,,,2015-02-24 22:28:48 UTC,2015-02-24 22:28:48 UTC
2208,CHEBI:1895,"methylbenzyl alcohol
",21921,,,2015-02-24 22:28:50 UTC,2015-02-24 22:28:50 UTC
2209,4-METHYLBENZYL-ALCOHOL,"a small molecule
",21921,,,2015-02-24 22:28:50 UTC,2015-02-24 22:28:50 UTC
2210,CHEBI:17933,"diol
hydroxycalciol
D3 vitamins
",21939,,,2015-02-24 22:29:14 UTC,2015-02-24 22:29:14 UTC
2211,C01561,"Vitamin D3 and derivatives
",21939,,,2015-02-24 22:29:14 UTC,2015-02-24 22:29:14 UTC
2212,LMST03020246,"Vitamin D3 and derivatives
",21939,,,2015-02-24 22:29:14 UTC,2015-02-24 22:29:14 UTC
2213,CHEBI:27667,"D-galactopyranose
",21945,,,2015-02-24 22:29:18 UTC,2015-02-24 22:29:18 UTC
2214,CHEBI:36218,"lactose
",21947,,,2015-02-24 22:29:21 UTC,2015-02-24 22:29:21 UTC
2215,CHEBI:16020,"methyladenosine
",21948,,,2015-02-24 22:29:23 UTC,2015-02-24 22:29:23 UTC
2216,CHEBI:27596,"methyl-L-histidine
",21955,,,2015-02-24 22:29:33 UTC,2015-02-24 22:29:33 UTC
2217,CHEBI:42534,"3-oxo steroid
17alpha-hydroxy steroid
androstanoid
",21957,,,2015-02-24 22:29:34 UTC,2015-02-24 22:29:34 UTC
2218,LMST02020051,"C19 steroids (androgens) and derivatives
",21957,,,2015-02-24 22:29:34 UTC,2015-02-24 22:29:34 UTC
2219,CHEBI:15978,"sn-glycerol 3-phosphates
glycerol 1-phosphate
",21958,,,2015-02-24 22:29:36 UTC,2015-02-24 22:29:36 UTC
2220,CHEBI:15344,"3-oxo monocarboxylic acid
ketone body
",21959,,,2015-02-24 22:29:40 UTC,2015-02-24 22:29:40 UTC
2221,C00164,"Oxo fatty acids
",21959,,,2015-02-24 22:29:40 UTC,2015-02-24 22:29:40 UTC
2222,LMFA01060003,"Oxo fatty acids
",21959,,,2015-02-24 22:29:40 UTC,2015-02-24 22:29:40 UTC
2223,C11133,"C18 steroids (estrogens) and derivatives
Glucuronides
",21961,,,2015-02-24 22:29:45 UTC,2015-02-24 22:29:45 UTC
2224,LMST05010011,"Glucuronides
",21961,,,2015-02-24 22:29:45 UTC,2015-02-24 22:29:45 UTC
2225,CHEBI:17474,"steroid sulfate
",21962,,,2015-02-24 22:29:48 UTC,2015-02-24 22:29:48 UTC
2226,C02538,"C18 steroids (estrogens) and derivatives
Sulfates
Estrogens
",21962,,,2015-02-24 22:29:48 UTC,2015-02-24 22:29:48 UTC
2227,LMST02010043,"C18 steroids (estrogens) and derivatives
",21962,,,2015-02-24 22:29:48 UTC,2015-02-24 22:29:48 UTC
2228,CHEBI:16027,"adenosine 5'-phosphate
purine ribonucleoside 5'-monophosphate
",21964,,,2015-02-24 22:29:51 UTC,2015-02-24 22:29:51 UTC
2229,C00020,"Ribonucleotides
",21964,,,2015-02-24 22:29:51 UTC,2015-02-24 22:29:51 UTC
2230,CHEBI:16422,"3-oxo Delta(4)-steroid
17-oxo steroid
androstanoid
",21965,,,2015-02-24 22:29:59 UTC,2015-02-24 22:29:59 UTC
2231,C00280,"C19 steroids (androgens) and derivatives
androstane
Androstane and derivatives
Androgens
",21965,,,2015-02-24 22:29:59 UTC,2015-02-24 22:29:59 UTC
2232,LMST02020007,"C19 steroids (androgens) and derivatives
",21965,,,2015-02-24 22:29:59 UTC,2015-02-24 22:29:59 UTC
2233,CHEBI:17562,"cytidines
",21967,,,2015-02-24 22:30:04 UTC,2015-02-24 22:30:04 UTC
2234,C00475,"Ribonucleosides
",21967,,,2015-02-24 22:30:04 UTC,2015-02-24 22:30:04 UTC
2235,CHEBI:18258,"iodothyronine
iodophenol
2-halophenol
",21968,,,2015-02-24 22:30:06 UTC,2015-02-24 22:30:06 UTC
2236,C02465,"thyroxine
Other amino acids
",21968,,,2015-02-24 22:30:06 UTC,2015-02-24 22:30:06 UTC
2237,CHEBI:67119,"UDP-D-galactose
",21969,,,2015-02-24 22:30:09 UTC,2015-02-24 22:30:09 UTC
2238,CHEBI:15422,"adenosine 5'-phosphate
purine ribonucleoside 5'-triphosphate
",21971,,,2015-02-24 22:30:15 UTC,2015-02-24 22:30:15 UTC
2239,C00002,"Coenzymes
Ribonucleotides
",21971,,,2015-02-24 22:30:15 UTC,2015-02-24 22:30:15 UTC
2240,CHEBI:16737,"lactam
imidazolidinone
",21972,,,2015-02-24 22:30:36 UTC,2015-02-24 22:30:36 UTC
2241,CREATININE,"a small molecule
",21972,,,2015-02-24 22:30:36 UTC,2015-02-24 22:30:36 UTC
2242,CHEBI:28941,"long-chain fatty acid
straight-chain saturated fatty acid
",21973,,,2015-02-24 22:30:38 UTC,2015-02-24 22:30:38 UTC
2243,C08281,"Straight chain fatty acids
Saturated fatty acids
",21973,,,2015-02-24 22:30:38 UTC,2015-02-24 22:30:38 UTC
2244,LMFA01010022,"Straight chain fatty acids
",21973,,,2015-02-24 22:30:38 UTC,2015-02-24 22:30:38 UTC
2245,CHEBI:17009,"GDP-fucose
",21974,,,2015-02-24 22:30:40 UTC,2015-02-24 22:30:40 UTC
2246,CHEBI:16761,"purine ribonucleoside 5'-diphosphate
adenosine 5'-phosphate
",21975,,,2015-02-24 22:30:43 UTC,2015-02-24 22:30:43 UTC
2247,C00008,"Ribonucleotides
",21975,,,2015-02-24 22:30:43 UTC,2015-02-24 22:30:43 UTC
2248,CHEBI:4170,"D-hexopyranose 6-phosphate
D-glucose 6-phosphate
",21976,,,2015-02-24 22:30:53 UTC,2015-02-24 22:30:53 UTC
2249,CHEBI:16410,"monohydroxypyridine
hydroxymethylpyridine
aminoalkylpyridine
vitamin B6
",21977,,,2015-02-24 22:30:55 UTC,2015-02-24 22:30:55 UTC
2250,C00534,"Water-soluble vitamins
",21977,,,2015-02-24 22:30:55 UTC,2015-02-24 22:30:55 UTC
2251,CHEBI:18405,"monohydroxypyridine
methylpyridines
vitamin B6 phosphate
pyridinecarbaldehyde
",21978,,,2015-02-24 22:30:57 UTC,2015-02-24 22:30:57 UTC
2252,CHEBI:18335,"monohydroxypyridine
methylpyridines
aminoalkylpyridine
vitamin B6 phosphate
",21979,,,2015-02-24 22:31:01 UTC,2015-02-24 22:31:01 UTC
2253,CHEBI:17823,"triol
hydroxycalciol
D3 vitamins
",21980,,,2015-02-24 22:31:03 UTC,2015-02-24 22:31:03 UTC
2254,C01673,"Steroid hormones
",21980,,,2015-02-24 22:31:03 UTC,2015-02-24 22:31:03 UTC
2255,LMST03020258,"Vitamin D3 and derivatives
",21980,,,2015-02-24 22:31:03 UTC,2015-02-24 22:31:03 UTC
2256,CHEBI:28866,"very long-chain fatty acid
straight-chain saturated fatty acid
",21981,,,2015-02-24 22:31:05 UTC,2015-02-24 22:31:05 UTC
2257,C08320,"Straight chain fatty acids
Saturated fatty acids
",21981,,,2015-02-24 22:31:05 UTC,2015-02-24 22:31:05 UTC
2258,LMFA01010024,"Straight chain fatty acids
",21981,,,2015-02-24 22:31:05 UTC,2015-02-24 22:31:05 UTC
2259,C14131,"Isoflavans
Isoflavanes
",21982,,,2015-02-24 22:31:07 UTC,2015-02-24 22:31:07 UTC
2260,CHEBI:16480,"reactive nitrogen species
reactive oxygen species
nitrogen oxide
inorganic radical
",21983,,,2015-02-24 22:31:08 UTC,2015-02-24 22:31:08 UTC
2261,CHEBI:32798,"octadeca-9,11-dienoic acid
",21985,,,2015-02-24 22:31:12 UTC,2015-02-24 22:31:12 UTC
2262,C04056,"Polyunsaturated fatty acids
",21985,,,2015-02-24 22:31:12 UTC,2015-02-24 22:31:12 UTC
2263,LMFA01030118,"Unsaturated fatty acids
",21985,,,2015-02-24 22:31:12 UTC,2015-02-24 22:31:12 UTC
2264,CHEBI:18332,"modified amino acid
iodophenol
2-halophenol
thyroxine
",21987,,,2015-02-24 22:31:17 UTC,2015-02-24 22:31:17 UTC
2265,C01829,"thyroxine
Other amino acids
Biogenic amines
",21987,,,2015-02-24 22:31:17 UTC,2015-02-24 22:31:17 UTC
2266,CHEBI:18451,"p-menthan-3-ol
",21992,,,2015-02-24 22:31:23 UTC,2015-02-24 22:31:23 UTC
2267,LMPR0102090057,"Menthane monoterpenoids
",21992,,,2015-02-24 22:31:23 UTC,2015-02-24 22:31:23 UTC
2268,CHEBI:16208,"2-oxo monocarboxylic acid
",22023,,,2015-02-24 22:31:31 UTC,2015-02-24 22:31:31 UTC
2269,CHEBI:17066,"ketone body
3-hydroxybutyric acid
",22032,,,2015-02-24 22:31:41 UTC,2015-02-24 22:31:41 UTC
2270,LMFA01050243,"Hydroxy fatty acids
",22032,,,2015-02-24 22:31:41 UTC,2015-02-24 22:31:41 UTC
2271,CHEBI:16450,"pyrimidine 2'-deoxyribonucleoside
",22033,,,2015-02-24 22:31:42 UTC,2015-02-24 22:31:42 UTC
2272,C00526,"Deoxyribonucleosides
",22033,,,2015-02-24 22:31:42 UTC,2015-02-24 22:31:42 UTC
2273,CHEBI:15698,"pyrimidine 2'-deoxyribonucleoside
",22034,,,2015-02-24 22:31:43 UTC,2015-02-24 22:31:43 UTC
2274,C00881,"Deoxyribonucleosides
",22034,,,2015-02-24 22:31:43 UTC,2015-02-24 22:31:43 UTC
2275,CHEBI:16973,"3-oxo Delta(4)-steroid
20-oxo steroid
mineralocorticoid
21-hydroxy steroid
",22036,,,2015-02-24 22:31:45 UTC,2015-02-24 22:31:45 UTC
2276,C03205,"C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives
Pregnane and derivatives [Fig]
Mineralocorticoids
",22036,,,2015-02-24 22:31:45 UTC,2015-02-24 22:31:45 UTC
2277,LMST02030087,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",22036,,,2015-02-24 22:31:45 UTC,2015-02-24 22:31:45 UTC
2278,CHEBI:17405,"monohydroxypyridine
hydroxymethylpyridine
methylpyridines
vitamin B6
",22037,,,2015-02-24 22:31:46 UTC,2015-02-24 22:31:46 UTC
2279,CHEBI:37373,"3-hydroxyisobutyric acid
",22040,,,2015-02-24 22:31:48 UTC,2015-02-24 22:31:48 UTC
2280,CHEBI:60361,"D-galactosyl-N-acylsphingosine
galactosylceramide sulfate
",22041,,,2015-02-24 22:31:48 UTC,2015-02-24 22:31:48 UTC
2281,CHEBI:18261,"beta-alanine derivative
",22042,,,2015-02-24 22:31:50 UTC,2015-02-24 22:31:50 UTC
2282,TETRA-H-BIOPTERIN,"a biopterin
",22043,,,2015-02-24 22:31:51 UTC,2015-02-24 22:31:51 UTC
2283,CHEBI:17759,"cholestanoid
3beta-sterol
",22045,,,2015-02-24 22:31:53 UTC,2015-02-24 22:31:53 UTC
2284,C01164,"Vitamin D3 and derivatives
Cholestane and derivatives
",22045,,,2015-02-24 22:31:53 UTC,2015-02-24 22:31:53 UTC
2285,LMST01010069,"Cholesterol and derivatives
",22045,,,2015-02-24 22:31:53 UTC,2015-02-24 22:31:53 UTC
2286,BIOPTERIN,"a biopterin
",22047,,,2015-02-24 22:31:55 UTC,2015-02-24 22:31:55 UTC
2287,C03406,"Other amino acids
",22048,,,2015-02-24 22:31:56 UTC,2015-02-24 22:31:56 UTC
2288,CHEBI:16990,"dicarboxylic acid
biladienes
",22049,,,2015-02-24 22:31:57 UTC,2015-02-24 22:31:57 UTC
2289,CHEBI:17985,"adenosine bisphosphate
",22050,,,2015-02-24 22:31:59 UTC,2015-02-24 22:31:59 UTC
2290,CHEBI:28918,"adrenaline
",22052,,,2015-02-24 22:32:01 UTC,2015-02-24 22:32:01 UTC
2291,C00788,"Adrenalines
Biogenic amines
",22052,,,2015-02-24 22:32:01 UTC,2015-02-24 22:32:01 UTC
2292,CHEBI:15901,"pyrimidone
",22053,,,2015-02-24 22:32:02 UTC,2015-02-24 22:32:02 UTC
2293,DI-H-URACIL,"a base derivative
a pyrimidine-related compound
",22053,,,2015-02-24 22:32:02 UTC,2015-02-24 22:32:02 UTC
2294,CHEBI:4047,"dipeptide
",22054,,,2015-02-24 22:32:03 UTC,2015-02-24 22:32:03 UTC
2295,DIHYDRO-THYMINE,"a base derivative
a pyrimidine-related compound
",22055,,,2015-02-24 22:32:04 UTC,2015-02-24 22:32:04 UTC
2296,CHEBI:17724,"N-methylglycine
",22056,,,2015-02-24 22:32:05 UTC,2015-02-24 22:32:05 UTC
2297,CHEBI:17256,"purine 2'-deoxyribonucleoside
",22057,,,2015-02-24 22:32:06 UTC,2015-02-24 22:32:06 UTC
2298,C00559,"Deoxyribonucleosides
",22057,,,2015-02-24 22:32:06 UTC,2015-02-24 22:32:06 UTC
2299,CHEBI:15946,"D-fructose 6-phosphate
",22059,,,2015-02-24 22:32:07 UTC,2015-02-24 22:32:07 UTC
2300,CHEBI:42717,"D-glucopyranuronic acid
",22060,,,2015-02-24 22:32:09 UTC,2015-02-24 22:32:09 UTC
2301,CHEBI:16344,"glycine derivative
N-amidino-amino acid
",22061,,,2015-02-24 22:32:11 UTC,2015-02-24 22:32:11 UTC
2302,CHEBI:44747,"hydroquinones
dihydroxyphenylacetic acid
",22062,,,2015-02-24 22:32:12 UTC,2015-02-24 22:32:12 UTC
2303,CHEBI:17202,"purine ribonucleoside 5'-monophosphate
inosine phosphate
",22064,,,2015-02-24 22:32:16 UTC,2015-02-24 22:32:16 UTC
2304,CHEBI:16039,"inosine phosphate
purine ribonucleoside 5'-triphosphate
",22065,,,2015-02-24 22:32:18 UTC,2015-02-24 22:32:18 UTC
2305,CHEBI:18323,"beta-alanine derivative
dipeptide
",22066,,,2015-02-24 22:32:19 UTC,2015-02-24 22:32:19 UTC
2306,CHEBI:30860,"C4-dicarboxylic acid
",22068,,,2015-02-24 22:32:20 UTC,2015-02-24 22:32:20 UTC
2307,LMFA01170118,"Dicarboxylic acids
",22068,,,2015-02-24 22:32:20 UTC,2015-02-24 22:32:20 UTC
2308,CHEBI:40356,"N-acetyl-D-galactosamine
",22069,,,2015-02-24 22:32:21 UTC,2015-02-24 22:32:21 UTC
